Date;egcm_Y;egcm_X
31/07/2013;135.636795;135.9393311
01/08/2013;137.2045135;137.5429077
02/08/2013;137.4377441;137.7913666
05/08/2013;137.236618;137.6551361
06/08/2013;136.4568176;136.9254761
07/08/2013;136.0146637;136.3883209
08/08/2013;136.5131531;136.8613739
09/08/2013;136.1191711;136.4844818
12/08/2013;135.9584198;136.276001
13/08/2013;136.3603973;136.7651367
14/08/2013;135.6608887;136.0355377
15/08/2013;133.7635498;134.0792694
16/08/2013;133.3213959;133.6703186
19/08/2013;132.4691772;132.8124084
20/08/2013;133.1203461;133.4457397
21/08/2013;132.3003235;132.6200256
22/08/2013;133.5062866;133.8227081
23/08/2013;133.956543;134.3277283
26/08/2013;133.4580231;133.798584
27/08/2013;131.3114319;131.6418762
28/08/2013;131.7778168;132.0908661
29/08/2013;131.9868011;132.3233185
30/08/2013;131.5687103;131.8101959
03/09/2013;132.1636963;132.4676971
04/09/2013;133.2570648;133.56604
05/09/2013;133.4259338;133.7024078
06/09/2013;133.4902039;133.8065796
09/09/2013;134.7685394;135.1376038
10/09/2013;135.7653961;136.0756226
11/09/2013;136.1915741;136.532608
12/09/2013;135.8297577;136.2520142
13/09/2013;136.1353149;136.4444275
16/09/2013;136.9231873;137.3424377
17/09/2013;137.5341492;137.8956757
18/09/2013;139.1260376;139.515152
19/09/2013;138.8928528;139.3308105
20/09/2013;137.9217834;138.2804718
23/09/2013;137.2835846;137.7032318
24/09/2013;136.9604187;137.401062
25/09/2013;136.5645447;137.0063171
26/09/2013;137.0896759;137.4333344
27/09/2013;136.4595184;136.8452301
30/09/2013;135.7324219;136.0797729
01/10/2013;136.8069153;137.183548
02/10/2013;136.6776733;136.9740448
03/10/2013;135.4173431;135.79776
04/10/2013;136.4434052;136.7967987
07/10/2013;135.2639008;135.6286011
08/10/2013;133.6884918;134.0816956
09/10/2013;133.7854767;134.1380157
10/10/2013;136.6695709;137.0787811
11/10/2013;137.5501251;137.9328156
14/10/2013;138.0995789;138.5532379
15/10/2013;137.0977936;137.4333344
16/10/2013;139.0124512;139.4152985
17/10/2013;139.9414825;140.3095245
18/10/2013;140.8867188;141.2602997
21/10/2013;140.8948212;141.2844849
22/10/2013;141.7107544;142.0417786
23/10/2013;141.0321503;141.493927
24/10/2013;141.5006561;141.9612122
25/10/2013;142.1470184;142.5977478
28/10/2013;142.3732452;142.7588806
29/10/2013;143.1326599;143.6048279
30/10/2013;142.4217224;142.9038544
31/10/2013;142.017807;142.3560028
01/11/2013;142.3570862;142.7750244
04/11/2013;142.8579712;143.2583618
05/11/2013;142.4055328;142.8555298
06/11/2013;143.1326599;143.5404053
07/11/2013;141.322998;141.7276154
08/11/2013;143.229538;143.6531219
11/11/2013;143.2538452;143.6531219
12/11/2013;142.9629974;143.3309021
13/11/2013;144.1101685;144.4427338
14/11/2013;144.8292999;145.3047638
15/11/2013;145.4593048;145.9251862
18/11/2013;144.9503937;145.4418182
19/11/2013;144.6353302;145.0872498
20/11/2013;144.1829071;144.628067
21/11/2013;145.3462677;145.7479095
22/11/2013;146.073288;146.5052338
25/11/2013;145.9279022;146.3602905
26/11/2013;145.9682922;146.3843994
27/11/2013;146.3238068;146.746994
29/11/2013;146.2267914;146.6018982
02/12/2013;145.8471375;146.2877502
03/12/2013;145.21698;145.731842
04/12/2013;145.2008362;145.5626221
05/12/2013;144.5626221;145.014801
06/12/2013;146.1783752;146.6261597
09/12/2013;146.5499573;146.9483795
10/12/2013;146.0248871;146.4971771
11/12/2013;144.3848267;144.7972412
12/12/2013;143.9082031;144.3541107
13/12/2013;143.8920746;144.2977142
16/12/2013;144.7888031;145.1597748
17/12/2013;144.3283234;144.6683502
18/12/2013;146.7923279;147.1740265
19/12/2013;146.6226959;147.0853729
20/12/2013;147.4756012;147.8668976
23/12/2013;148.2634888;148.6921692
24/12/2013;148.5884247;149.12146
26/12/2013;149.3437958;149.8422852
27/12/2013;149.3357391;149.8098297
30/12/2013;149.3112946;149.7369995
